"n","vare","B","seed","a1","a2","a3","a4","est.OG.1","est.OG.2","est.OG.3","est.OG.4","est.NG.1","est.NG.2","est.NG.3","est.NG.4","est.CG.1","est.CG.2","est.CG.3","est.CG.4","ste.OG.1","ste.OG.2","ste.OG.3","ste.OG.4","ste.NG.1","ste.NG.2","ste.NG.3","ste.NG.4","ste.CG.1","ste.CG.2","ste.CG.3","ste.CG.4","bcs.OG.1","bcs.OG.2","bcs.OG.3","bcs.OG.4","bcs.NG.1","bcs.NG.2","bcs.NG.3","bcs.NG.4","bcs.CG.1","bcs.CG.2","bcs.CG.3","bcs.CG.4"
800,0.09,80,1000006,-1,0,1,2,1.26930038711854,0.522369380183288,0.763660905807342,-1.0015550747591,0.795664188327862,0.583636841208831,0.708783290423439,-0.0281958115364746,1.84985242822189,0.433575307910727,0.826890631253189,-1.97852599806392,0.042107910879581,0.0152520517608355,0.0141805041365601,0.0395470160528968,0.0482874477346424,0.0166764706280259,0.0164506312593604,0.0814860665481369,0.472593938061494,0.0621172675514325,0.0567485755737164,0.753714453102518,0.0435542017178711,0.0153493076377198,0.0142914029598761,0.042212812922855,0.0501710534837554,0.0171633576384544,0.0167446110644239,0.0859996698137429,1.05082373196148,0.164039860499393,0.138487301577604,1.61152858877822
8000,0.09,80,1000006,-1,0,1,2,1.27101828446668,0.505321034647979,0.751168701459459,-0.996160464764671,0.853388892207054,0.557606757065805,0.708014994181628,-0.211967429818176,1.29319052198405,0.505776370564771,0.743703792849513,-1.07505812960806,0.0110286158938506,0.00443830515047894,0.00433381766392574,0.0110356016538353,0.0378097119596335,0.00756033784172752,0.00715556155297215,0.0414288421127525,0.0791868064206095,0.0123316170324571,0.0132269512488561,0.1288050573372,0.0110724949014621,0.00444287817930492,0.00433816761377038,0.0111235153413467,0.0381695135013532,0.00771394969799438,0.00731314680980353,0.0419559064030395,0.0878879830454037,0.0150709391156628,0.0156876718606659,0.141520279774823
800,0.09,80,1000007,-1,0,1,2,1.23876984015917,0.503534975628068,0.748238890617422,-1.00487866855291,0.747852296180315,0.551702606785679,0.707404275963869,-0.147261096228237,1.31834710624118,0.45133566979954,0.784622587162671,-1.11112559032784,0.030709779721373,0.0137145008530145,0.0142146703342636,0.0499816978527953,0.0506260355051629,0.0153274254272254,0.0160373211264638,0.105771913142499,0.166748422458092,0.0336916913726966,0.0349088883955197,0.346875988374143,0.0339146365383863,0.0139963898839553,0.0144245396150145,0.0566164649463134,0.0521192431249427,0.0161151085547409,0.0167177387394893,0.111889456286211,0.325050119197561,0.071079210289018,0.066704418558472,0.544327358503488
8000,0.09,80,1000007,-1,0,1,2,1.23730612436967,0.492320861142026,0.746153663028921,-1.00229865767706,0.780610759137915,0.553430957083997,0.703243592085457,-0.196459383204708,1.11340973212747,0.505190823337399,0.742016695892419,-1.09391398007746,0.0116618937789641,0.00437543946615945,0.0043845730830115,0.0133667360945943,0.0280567904821513,0.00561732958158892,0.00609685627417359,0.0418545392410418,0.0910161928539663,0.0120322273946156,0.0135731379119582,0.140542086111484,0.0117420537338754,0.00438398657723018,0.00439371647792048,0.0135379418189872,0.0281931665569407,0.00568960112154952,0.00618759289731784,0.0422366678260603,0.0942238394782991,0.0132342500961917,0.0148161185189357,0.148443839479711
800,0.09,80,1000008,-1,0,1,2,1.19530365523607,0.521527929359609,0.748037344378878,-1.02238451429076,0.768913706197515,0.570492673214453,0.711124131959363,-0.157938897602309,1.1777365413036,0.507580884425386,0.767789224150396,-0.988786244347804,0.0401504687094087,0.014046365812049,0.0138179297563127,0.0361268959429593,0.0594607124051436,0.0151666565700888,0.0165463121541437,0.0925853932337,0.170899780784518,0.0226745955776024,0.0282394059429162,0.226522153687512,0.0430416888790189,0.0143485144627939,0.0140359797809806,0.0415339065485348,0.0613932300685792,0.0158757893758605,0.017522915781828,0.0973293487668411,0.203746426637909,0.0316784035773014,0.0349772830472106,0.289176416959515
8000,0.09,80,1000008,-1,0,1,2,1.26309269425073,0.493474803088335,0.750121585656251,-1.00100528657213,0.838412292914512,0.548546079030373,0.704547800814576,-0.142108101272564,1.24501047132151,0.48960648483655,0.757479886453502,-1.01164743143473,0.0118897248951291,0.00436715912137178,0.0043652024589422,0.0135516707078047,0.0277123162333143,0.00612446573904587,0.00656278172878193,0.0411682343663481,0.0761382024387327,0.0116959869727626,0.0134101053501084,0.132540883716758,0.0119495960002522,0.00437429423081361,0.00437290077862545,0.0137073878811918,0.0279180531760136,0.00625628679168294,0.00672588405824826,0.0417020370655706,0.0795456747897948,0.0129434818979845,0.014657559903568,0.139378690647837
800,0.09,80,1000009,-1,0,1,2,1.27554380423369,0.492826812853344,0.737570155304141,-1.02421405102806,0.815476903514812,0.54493206094004,0.697785648971384,-0.402524336121519,1.61500290136011,0.426444542493167,0.782444255175376,-1.6496225153159,0.0365278528126931,0.0139534907882969,0.013928366777531,0.0389095232447922,0.0545064057630639,0.0166294723548606,0.0187074746421412,0.134597372276687,0.271893688585782,0.0434984822902992,0.0446501160399756,0.3835520271085,0.0424153003846457,0.0145068636131398,0.014617779944508,0.0450315748482828,0.0629453807900693,0.0204691349456867,0.022018084276153,0.146656803458509,0.483542570479989,0.090149671132953,0.0806652439151428,0.59947373765704
8000,0.09,80,1000009,-1,0,1,2,1.25049609990711,0.497911705673751,0.74997161312656,-1.00702098679365,0.814913943380519,0.554656891961321,0.70498179139789,-0.182299728626427,1.24888334493316,0.508261348258154,0.738069154647156,-1.06537243743973,0.0127572363578431,0.00449099916756133,0.00434285594311765,0.0128134201940375,0.0312063691151239,0.00669100415285034,0.0069038827883779,0.0431973064891653,0.0925679813334626,0.0146422185731729,0.0163527782015385,0.164051254332417,0.0128630182744233,0.00450165592185737,0.00435211291328908,0.0129879191605285,0.0316732356542291,0.00689009835626574,0.00712561676204465,0.0439442560427953,0.125019821203526,0.0216718791244233,0.0229186099229481,0.199971457423769
800,0.09,80,1000010,-1,0,1,2,1.30359145096544,0.501138905992522,0.76966048793077,-0.984212094725619,0.650841691192568,0.553718269478927,0.719793675370095,-0.0586990146790919,0.926918424811789,0.481031968093768,0.788568013393053,-1.16467354735576,0.0479372934397225,0.0141403179619031,0.0138403798786576,0.0423579852903269,0.0412026184936966,0.0147030749645088,0.0164164642669163,0.0983752314862795,0.23974053831609,0.0334196244254167,0.0367867237690952,0.359418596282586,0.0504269897360407,0.0142931127574613,0.0140009834995106,0.0458288521560204,0.0423739427816873,0.0154696230727977,0.0174115873833116,0.104529432405914,0.28288741888351,0.0445863866045227,0.0466382245192807,0.451481719843333
8000,0.09,80,1000010,-1,0,1,2,1.24681892238394,0.504347006004166,0.755668544321088,-0.999317167309663,0.83904261514881,0.562991570979225,0.703898181398419,-0.14004963744332,1.28966059400432,0.504678555564086,0.752871234234654,-1.02021056180711,0.0121832201861151,0.00439624085152077,0.00440968626545664,0.012860537965,0.022082383703011,0.00571196839329484,0.0063520212305979,0.0384945414845205,0.0746353535979692,0.0120300199160302,0.0133142079192487,0.135948020273978,0.0122203399670485,0.00439982681729802,0.00441381855663517,0.012961450594668,0.0224121230534672,0.00590028969800893,0.00656928557933022,0.0392174264428448,0.080804983244603,0.0136958605430664,0.0149147159794916,0.145050817666329
800,0.09,80,1000011,-1,0,1,2,1.30698185358844,0.517644611553768,0.752380267838597,-1.01672440311692,0.757928962364239,0.584700016820679,0.689576017057243,-0.0795856848256232,1.62671715255993,0.478993451894234,0.768513557503866,-1.30162695783641,0.0416664543293241,0.0137620753512531,0.0137982899055953,0.0507124443701905,0.069717192985805,0.0179901769495568,0.0190655644596775,0.123033045190659,0.600375419220453,0.0865465156399113,0.0798893678042859,0.904490786789062,0.0449728225855903,0.0140090875812428,0.013906125337538,0.0561738294402958,0.118450899728604,0.0318882554322177,0.0313146611384712,0.171790976880091,2.58990314852208,0.368994674212699,0.328856322778821,2.54655955925707
8000,0.09,80,1000011,-1,0,1,2,1.24277636611641,0.498884562125953,0.757940890794891,-0.988885277972593,0.804699346315157,0.560690554159276,0.706271004627373,-0.155628466076047,1.18621868104385,0.504785187714144,0.75538031667974,-1.02867316229054,0.013469346111688,0.0043104951682102,0.0043376071401589,0.0127896390429946,0.0258740101429967,0.00596489079939061,0.00695593400963871,0.0441250378810074,0.0997790339045204,0.0171362597220946,0.020074875543046,0.185036118118326,0.013519880315678,0.0043153458625562,0.00434164525860381,0.0128858403513007,0.0264546079599963,0.00634656880283792,0.00740592504174496,0.0453686539835923,0.11787538065724,0.0222401830825605,0.0254152143858217,0.211375675989519
800,0.09,80,1000012,-1,0,1,2,1.2357393629679,0.501563183678022,0.726389108516054,-0.998362578494252,0.808013473225254,0.566053378886346,0.667748376861441,-0.121171839447122,1.49736563886734,0.480156218478349,0.74712720132968,-1.00315839064909,0.0434808526922087,0.0134234848433975,0.0145084363259347,0.0392496087612809,0.0578069955764693,0.0156717252400103,0.0180311530740794,0.0868783477606141,0.234426665461621,0.0365864534056193,0.041441902555696,0.359374327728185,0.04462842045723,0.0135763230941144,0.0146295739439968,0.0421649819793568,0.0616403985902857,0.0172020495267987,0.0194190538148447,0.0933877207540076,0.604795477452623,0.103815821499682,0.109199787809521,0.672667706373872
8000,0.09,80,1000012,-1,0,1,2,1.22985659579415,0.501456169766132,0.747667980500459,-1.02265300896347,0.823961591295467,0.549320940971999,0.715545334028084,-0.216436465305261,1.27743034127118,0.490839520801839,0.761886693706915,-1.10552546315992,0.0126617646786358,0.00433250603052358,0.00438012952258366,0.0119577970920099,0.0231901918793203,0.00579331184324471,0.00690606576836047,0.0469096154217016,0.0824974861964678,0.00985503851464012,0.01100893093628,0.102169790595483,0.0127335317788271,0.004339394976826,0.00438790477691749,0.0120992147315033,0.0235169917563253,0.00597517528600278,0.0071158364633667,0.0475727415887481,0.0841441124838786,0.0102879064999973,0.011368790042357,0.105042461959906
800,0.09,80,1000013,-1,0,1,2,1.24796091127977,0.509561243914482,0.749939339875895,-0.965561599195371,0.815948083084741,0.569158920824687,0.713943677479305,-0.0571224492613637,1.53898658544616,0.462548872814289,0.829439119734395,-1.03248961545396,0.0248076164281855,0.0136938269329941,0.0140012299636311,0.0296466758959051,0.0834883175126428,0.0164882182862767,0.0190288945254516,0.0925702747408181,0.344808728256313,0.034190407085649,0.0434874923748962,0.243952047504597,0.0252972582574535,0.0137312444872642,0.0140769098371047,0.0306363300006733,0.0889317055897403,0.0188569326851635,0.0215441971495045,0.100365126037102,0.416212855873671,0.0501178809061075,0.0573928268599011,0.336213819482156
8000,0.09,80,1000013,-1,0,1,2,1.26051785566259,0.506889819527108,0.754417936107466,-0.997471477554723,0.842592039997786,0.559579296615364,0.711613368252445,-0.214903048576605,1.38172759293441,0.48745753107417,0.771509644010105,-1.24614997946046,0.0132528853702137,0.00435916381183454,0.00438216108949975,0.0110038379058038,0.0258226886772151,0.00576875923201749,0.00629403175800601,0.0416314972487456,0.0757004026849393,0.0111309053131297,0.0122626752342382,0.128577868839687,0.0133061145366601,0.00436352325667379,0.00438742954487964,0.0110938432290278,0.0260639877698189,0.0058978851195157,0.00644317001903925,0.0421433079148053,0.0799019087698446,0.0122549006671904,0.013255419267488,0.135421029159782
800,0.09,80,1000014,-1,0,1,2,1.21173611858474,0.498306958554743,0.744069233583927,-0.955181054439171,0.811716641032971,0.535269879912586,0.732774643968985,-0.348616510393301,1.33007529089619,0.43332653932521,0.7918171451653,-1.87423571807885,0.0305661284979885,0.0137304121543443,0.0138734185738457,0.0458406828684712,0.0426411310416654,0.0154801387476491,0.01784741566589,0.157094201556216,0.236571072768074,0.0391830541272117,0.039774289744558,0.292505776305548,0.0323457116271269,0.0139845740622264,0.0141034697449485,0.0517579899044259,0.044266332446797,0.017894234549299,0.0208939727362098,0.175339182145184,0.256400351500533,0.044045283512957,0.0422242963847269,0.339451981877393
8000,0.09,80,1000014,-1,0,1,2,1.24338293044628,0.497531832807239,0.743329081904861,-1.02008701210266,0.785223799256944,0.550406045215279,0.697253115865896,-0.220131518920903,1.2395762084635,0.488027620484409,0.745139552514156,-1.215908733018,0.0136010969199606,0.00437694933271637,0.00442693499086793,0.0123254699028168,0.02354448255455,0.00574836282652902,0.00643461051262012,0.040318986894846,0.0861052716970183,0.0126213737358174,0.0137046170079052,0.1430563715373,0.0137015094379772,0.00438739451329179,0.00443707822835073,0.0125092083668311,0.0238618362176776,0.00593048570012724,0.00664356364228432,0.0410447097207572,0.0925563202082591,0.0144305328950209,0.0153730508825274,0.153528787397536
800,0.09,80,1000015,-1,0,1,2,1.26824255381403,0.526308067043456,0.763521896189451,-0.976218816316536,0.807723313023971,0.58937848228237,0.715490590052975,-0.161239023687687,1.26392161146814,0.495297897475522,0.805451408113105,-1.28739990046823,0.0354460818920843,0.0137672480244695,0.0135828343791384,0.0354463333041843,0.13425626461585,0.0210170540632404,0.0202643474808025,0.122872164727393,0.453943063148763,0.0505944826320476,0.0535532343029617,0.39400808240358,0.0368056516734634,0.0139678989045543,0.0136510794014676,0.0379981229088727,0.139988245774797,0.0230426050241764,0.0223608816218102,0.131097535963866,0.505157235444881,0.0628235865817962,0.0644614656987608,0.473475064098422
8000,0.09,80,1000015,-1,0,1,2,1.26872400234166,0.503543285974528,0.74963822465826,-1.00455320164143,0.811757337549742,0.56274684949085,0.698911766148037,-0.161011090634981,1.24117956119804,0.509434052537085,0.738745146478415,-0.92012663563187,0.0135475103661695,0.00445875253950147,0.00442892398569206,0.0121675154066483,0.0261105364441511,0.00575021271353352,0.00634524376774235,0.0360923429974355,0.0880966271583529,0.0113930072851443,0.012342922954351,0.111431452212934,0.0136135859948858,0.00446651872016372,0.00443529741002382,0.0123042989652777,0.0264303241826236,0.00591468704532767,0.00653221132546522,0.0366696429770365,0.0938628523534853,0.0129719289378051,0.0138256645271029,0.119002352196331
800,0.09,80,1000016,-1,0,1,2,1.24604703626948,0.494330187644449,0.752416730633954,-1.04774566509869,0.988354842435476,0.532049700324917,0.72618182866226,-0.405131734299573,1.40892745336472,0.502220590350269,0.7488657722762,-1.23892808818568,0.0291191736826817,0.0131814117114737,0.0135865102929483,0.0245463378737243,0.143002135712573,0.023423280915368,0.0195239947783548,0.104896779410591,0.149288547934752,0.0226333204070239,0.02643235661947,0.282052697176032,0.0296900176578061,0.0132375809840348,0.0136294453516958,0.0250918710839077,0.155511137286186,0.0268304981903992,0.0219437964969644,0.110890601722338,0.18015857750581,0.0336173181073993,0.0364441804721595,0.344339676303789
8000,0.09,80,1000016,-1,0,1,2,1.25513659263514,0.500548458028974,0.75589332391223,-1.0074637885393,0.810071082807058,0.55951065644488,0.715785901812211,-0.174439637201883,1.24704922715233,0.492197297485656,0.77568890023838,-1.12409266560877,0.0119257421893672,0.00439164055266185,0.00433268370277655,0.0107728183869737,0.0323568220091855,0.00652638429667888,0.00677154648966328,0.0411894349111846,0.121568250666132,0.0141751897030112,0.0147680709433104,0.117649495112455,0.0119700287406278,0.00439611593380382,0.00433631032009908,0.0108614167092541,0.0326465659819006,0.00667523714957609,0.00694895194656046,0.0417553772680073,0.123898652504844,0.0147824400861925,0.0153333902756444,0.121568327183107
800,0.09,80,1000017,-1,0,1,2,1.27441763812618,0.488042026238517,0.753210708402466,-1.02400131269453,0.826364516370621,0.548084525128104,0.702706743318879,-0.13554912287734,1.37196395672553,0.490189579447027,0.740354288508597,-0.860024662821592,0.0375154166933302,0.0138834732294673,0.0135062648064962,0.0531508710197632,0.118965230985659,0.021003467981114,0.0194586173914383,0.117440785848883,0.414101813530057,0.0418934052312439,0.0393668852456991,0.332749692800107,0.039725770565574,0.0140851769651003,0.0136170947152068,0.0573848205988457,0.126968705090266,0.024051582407026,0.0224939366672216,0.129622720193651,0.539109151319372,0.0662699949794151,0.0595758546745278,0.459313727165062
8000,0.09,80,1000017,-1,0,1,2,1.23271097354362,0.494821229394511,0.73770858097444,-1.00108019079528,0.783536400225805,0.556686732287391,0.690490989439357,-0.174948391134948,1.37963099103072,0.494285423096628,0.741701847317025,-1.05359637719276,0.0125069829781284,0.00435789690994747,0.00434125745156405,0.0117168626202796,0.0278449604035532,0.00586852040657799,0.0066015284096093,0.0422552221749216,0.109295394702311,0.0122584516837861,0.0133242113053995,0.129732269666538,0.0125767717123248,0.00436455849312973,0.00434743721770071,0.0118513304753143,0.028369616853907,0.00606813485738951,0.00681149550373275,0.042926860422366,0.117501812814689,0.0137563346102993,0.0146836744427841,0.137701773869613
800,0.09,80,1000018,-1,0,1,2,1.22158499206298,0.483861127362974,0.740296287411405,-1.03894877851802,0.775047968501644,0.520782263270825,0.703332498030915,-0.415946471548178,1.32409805289744,0.45985451068345,0.737185904720961,-1.04037275874948,0.03600028269295,0.0134774586481459,0.0133462312291477,0.0300446718456715,0.0753461393983231,0.0230550999625611,0.0287497329000695,0.135870668445548,0.20784048954306,0.0286945133530541,0.0313163860449608,0.169139688994743,0.0501132038094131,0.0151094519112895,0.0145033538462093,0.036157526045289,0.224185333805422,0.0808953687959779,0.0782468272193837,0.201112384684952,0.450444576474647,0.082211360752314,0.0734441269588955,0.255881747995927
8000,0.09,80,1000018,-1,0,1,2,1.23398815951446,0.496709233548138,0.750606892943342,-0.995101716158568,0.80096368848069,0.555480086162582,0.702333568439433,-0.145151980629593,1.16209319321708,0.513205658775443,0.735644638880518,-0.874848890258828,0.0119349436448681,0.00430971302789287,0.0043191155414543,0.0116431295544025,0.0299107024639452,0.00618358765436947,0.00675780376409361,0.0398103326717533,0.111479686371502,0.0154801217831278,0.0170689706124382,0.140299335260697,0.0119976890398309,0.00431592622579967,0.00432566999611645,0.0117673647346914,0.030372439024662,0.00644903171864185,0.00706778502374576,0.0406076344701609,0.12970865508519,0.0205977651765305,0.0223419256555403,0.163910910354117
800,0.09,80,1000019,-1,0,1,2,1.31146858703175,0.53511662739437,0.776405542878691,-0.978311738809585,0.903759296511238,0.576497481043331,0.739390057845717,-0.210513495965076,1.766985051001,0.478867222067535,0.866167491405734,-1.86806547786919,0.0488623780488453,0.0141011693231936,0.0137469526234321,0.0330784767302368,0.0769004049567681,0.0159805821111208,0.018115441249555,0.124707362179482,0.427785053000414,0.0393596727558547,0.0535147740599017,0.526309667019188,0.0500711267027706,0.014175750672777,0.0138416874165131,0.0345818449916373,0.0844046079029353,0.0180362948445996,0.0204532474880965,0.136194935921452,0.644585394485753,0.0761526862427867,0.0926969446259615,0.83845311601814
8000,0.09,80,1000019,-1,0,1,2,1.24749312297543,0.504134728735553,0.75528730432143,-0.98305004831352,0.868487959547927,0.55343840721951,0.712729211366224,-0.0700317311234558,1.26698814239362,0.501757060907604,0.753596019678147,-0.868912559946502,0.0109301107276894,0.00436440652357856,0.00431488013821219,0.0130944544861208,0.052663830551716,0.00936007364886167,0.00781383456696618,0.0367205210610667,0.0865102169818911,0.0110291468741283,0.0112452922418824,0.117837567931541,0.0110113017582494,0.00437207102150959,0.00432027870021148,0.0132171431192224,0.0533903180777688,0.00959327435361975,0.00800213663377773,0.0371924410212097,0.0886039177910673,0.0117171751806649,0.0118850375375381,0.122398550112015
800,0.09,80,1000020,-1,0,1,2,1.28197111055337,0.508858483335499,0.749327149157531,-0.94021423971355,0.683314002046014,0.570524255892415,0.698903107763838,-0.123644152777952,1.33312301037938,0.486560748401601,0.755728822482466,-1.10802354865051,0.0615048578466425,0.0140028057773869,0.013707945847424,0.0378109062290687,0.0527198486932202,0.0154200803298951,0.0158773894759585,0.0575097479261668,0.311651664445168,0.0440097709933087,0.0426426396049041,0.406155521599943,0.0637701698864175,0.0141807331612094,0.013810635216729,0.0408370781439955,0.0535828120811706,0.0156270182202227,0.0160226859892856,0.0588813629628397,1.13990450429857,0.172825508965737,0.149874841242766,1.01026315716439
8000,0.09,80,1000020,-1,0,1,2,1.26542838390854,0.506374491579454,0.752016244100347,-1.00789927521472,0.835274785682746,0.561370842039722,0.706290945370494,-0.203874563425189,1.3679412675179,0.493484043278252,0.765014175953114,-1.15966136574653,0.0111926841290669,0.00431972202947612,0.0043044035540809,0.0119368192410511,0.0250018836480186,0.00638069140540459,0.00759001624838945,0.0488640975370793,0.0819296036748825,0.0125373640941484,0.014257681790644,0.138246465709985,0.0112508661688349,0.00432703097730705,0.00430986621048648,0.0120649120153243,0.0256356666976643,0.00671209474523742,0.00795577958959104,0.0499016284606571,0.0904856129872649,0.0146118128164755,0.0162417179135183,0.148527466726295
